,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Review score,Movie votes,Movie director,Movie star,Movie budget,Movie gross,Movie company,Number of nomination,Nomination winner,Profitability,Log Profitability,Profitability score,Log Revenue,Revenue score,Oscar Multiplication Factor,Movie Success Index
251,/m/0gj6pd,the_forbidden_kingdom,2008.0,127906624.0,105.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/0459q4"": ""Standard Cantonese""}","United States of America, Hong Kong, China","Wuxia, Fantasy Adventure, Adventure, Action/Adventure, Period piece, Martial Arts Film, Fantasy, Romance Film, Action, Chinese Movies",6.6,103000.0,Rob Minkoff,Jackie Chan,55000000.0,128792411.0,Casey Silver Productions,0.0,,2.325574981818182,0.8439673124725444,4.883177064955044,8.10689303960319,7.486503280456242,1.0,5.04751049671516
289,/m/09v460,necessary_roughness,1991.0,26255594.0,108.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Sports, Comedy",6.2,11000.0,Stan Dragoti,Scott Bakula,13500000.0,26255594.0,Paramount Pictures,0.0,,1.9448588148148147,0.6651893856515594,4.760969915929617,7.4192218646451185,6.194204107734054,1.0,4.555448726625827
298,/m/0ds11z,sweeney_todd:_the_demon_barber_of_fleet_street,2007.0,152523164.0,117.0,"{""/m/02h40lc"": ""English Language""}","United States of America, United Kingdom","Crime Fiction, Tragedy, Horror, Supernatural, Musical, Drama",7.3,350000.0,Tim Burton,Johnny Depp,50000000.0,153383627.0,Dreamworks Pictures,0.0,,3.05046328,1.1152934741663976,5.068647370301071,8.183335808716592,7.6301575892061555,1.0,5.3076653886620235
305,/m/016z5x,chaplin,1992.0,9493259.0,145.0,"{""/m/02h40lc"": ""English Language""}","France, United States of America, Italy, United Kingdom","Biography, Indie, Costume drama, Period piece, Drama, Biopic [feature], Biographical film",7.5,55000.0,Richard Attenborough,Robert Downey Jr.,31000000.0,9493259.0,Carolco Pictures,3.0,,0.3062341612903226,-1.1834052366963157,3.497326900720697,6.977415375429319,5.363943684863074,1.131324767518597,4.843377549376858
306,/m/07rf_1,nothing_to_lose,1997.0,44480039.0,97.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Crime Fiction, Action/Adventure, Action, Buddy film, Comedy",6.7,45000.0,Steve Oedekerk,Martin Lawrence,25000000.0,44480039.0,O Entertainment,0.0,,1.77920156,0.576164701872303,4.700115351884656,7.648165169126417,6.624443521214641,1.0,4.778876484467803
310,/m/07m7j8,friday_the_13th:_the_final_chapter,1984.0,32980880.0,91.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Cult, Horror, Slasher, Teen",6.0,47000.0,Joseph Zito,Erich Anderson,2600000.0,32980880.0,Paramount Pictures,0.0,,12.684953846153846,2.5404165545861197,6.042818129327823,7.518262252531309,6.380324765385892,1.0,4.91848001051984
321,/m/07s7_c0,beastmaster_2:_through_the_portal_of_time,1991.0,869235.0,107.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Sword and sorcery, Science Fiction, Action, Fantasy, Adventure",4.1,3000.0,Sylvio Tabet,Marc Singer,6000000.0,869325.0,Les Films 21,0.0,,0.1448725,-1.931901233726505,2.9856778203194207,5.939137704622239,3.4127707639947236,1.0,2.7755656036079603
346,/m/0401sg,resident_evil,2002.0,102441078.0,100.0,"{""/m/02h40lc"": ""English Language""}","United States of America, France, Canada, United Kingdom, Germany","Thriller, Science Fiction, Horror, Adventure, Doomsday film, Sci-Fi Horror, Creature Film, Plague, Zombie Film, Action",6.7,254000.0,Paul W.S. Anderson,Milla Jovovich,33000000.0,102984862.0,Constantin Film,0.0,,3.104275090909091,1.1327802230425874,5.08060077956072,8.010474144193875,7.305309036303371,1.0,5.076054748441945
357,/m/01dh6f,nell,1994.0,106683817.0,112.0,"{""/m/02h40lc"": ""English Language""}",United States of America,Drama,6.5,28000.0,Michael Apted,Jodie Foster,24500000.0,106683817.0,Egg Pictures,1.0,,4.354441510204081,1.471196361025559,5.311931750573187,8.028098549824934,7.33842952418499,1.0656623837592984,5.437117281077538
367,/m/0kv17w,someone_to_watch_over_me,1987.0,10278549.0,106.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Crime Fiction, Thriller, Mystery, Drama, Suspense, Crime Thriller, Romantic drama",6.1,9700.0,Ridley Scott,Tom Berenger,12800000.0,10278549.0,Columbia Pictures,0.0,,0.803011640625,-0.2193860687207713,4.156301060557115,7.011931852848496,5.4288084295818075,1.0,4.147830657238898
431,/m/0fk60h,grace_of_my_heart,1996.0,617632.0,116.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Film à clef, Period piece, Musical, Drama, Comedy, Feminist Film, Musical Drama, Indie",6.7,3600.0,Allison Anders,Illeana Douglas,5000000.0,660313.0,Cappa Production,0.0,,0.1235264,-2.09130038057644,2.8767174154193156,5.790730492209522,3.1338779954579965,1.0,3.290966715045647
473,/m/04k12v,bless_the_child,2000.0,40443010.0,107.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Germany","Thriller, Mystery, Horror, Supernatural",5.1,14000.0,Chuck Russell,Kim Basinger,65000000.0,40443010.0,Paramount Pictures,0.0,,0.6222001538461538,-0.47449344725705306,3.9819174217005875,7.606843481538297,6.546790153398447,1.0,4.17203812102773
487,/m/09fgyt,the_program,1993.0,23032565.0,112.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Sports, Action, Drama",6.5,9700.0,David S. Ward,James Caan,15000000.0,23032565.0,Touchstone Pictures,0.0,,1.5355043333333334,0.4288588829939656,4.59942157788199,7.362342324310824,6.087313800861284,1.0,4.552285906048117
523,/m/0kvgjd,the_comebacks,2007.0,13539154.0,84.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Parody, Sports, Comedy",4.3,11000.0,Tom Brady,David Koechner,20000000.0,13539154.0,Fox Atomic,0.0,,0.6769577,-0.3901464895581036,4.039574434580474,7.1315915601919,5.653677736947335,1.0,3.7461106080277866
549,/m/06wmyc,jefferson_in_paris,1995.0,2473668.0,134.0,"{""/m/02h40lc"": ""English Language""}","France, United States of America, United Kingdom","Biography, Costume drama, Historical fiction, Period piece, Drama, Romantic drama, Romance Film, Political drama",5.7,2800.0,James Ivory,Nick Nolte,14000000.0,2473668.0,Touchstone Pictures,0.0,,0.17669057142857142,-1.733355260284602,3.1213978043032875,6.39334158652563,4.266328862989854,1.0,3.4365634668420797
555,/m/0g9wdmc,the_iron_lady,2011.0,114943631.0,104.0,"{""/m/02h40lc"": ""English Language""}","France, United Kingdom","Biography, Drama",6.4,105000.0,Phyllida Lloyd,Meryl Streep,13000000.0,115890699.0,DJ Films,2.0,"Meryl Streep, Mark Coulier and J. Roy Helland",8.841817769230769,2.179492485514081,5.79610142173273,8.06048491589353,7.399291278468173,1.10407241596645,5.775082578402789
562,/m/069dl1,next,2007.0,76066841.0,95.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Science Fiction, Action",6.2,152000.0,Lee Tamahori,Nicolas Cage,70000000.0,77621983.0,Paramount Pictures,0.0,,1.086669157142857,0.08311719855713526,4.363083086293026,7.881195386408257,7.062363224670228,1.0,4.687124967069711
595,/m/05szq8z,clash_of_the_titans,2010.0,493214993.0,96.0,"{""/m/02h40lc"": ""English Language""}","United States of America, United Kingdom","Adventure, Remake, Action/Adventure, Fantasy, Drama, Action",5.8,274000.0,Louis Leterrier,Sam Worthington,125000000.0,493214993.0,Warner Bros.,0.0,,3.945719944,1.3726314329581137,5.244555765924478,8.693036270909257,8.588007081251334,1.0,5.265117597209228
599,/m/034f7w,g.i._jane,1997.0,97169156.0,125.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Action, Drama",6.0,75000.0,Ridley Scott,Demi Moore,50000000.0,48169156.0,Caravan Pictures,0.0,,1.94338312,0.6644303305771027,4.76045104898529,7.987528434984276,7.2621885419320655,1.0,4.806339085456859
607,/m/060__7,snow_falling_on_cedars,1999.0,23049593.0,125.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Crime Fiction, Mystery, Period piece, Drama, Film adaptation, Romantic drama, Romance Film, Courtroom Drama",6.8,14000.0,Scott Hicks,Ethan Hawke,35000000.0,23049593.0,Universal Pictures,1.0,,0.6585598,-0.41769994946945876,4.020739728073754,7.362663280046164,6.087916953714514,1.0656623837592984,4.755437259608452
633,/m/07s52n0,track_29,1988.0,429028.0,90.0,"{""/m/02h40lc"": ""English Language""}","United States of America, United Kingdom",Drama,5.9,2000.0,Nicolas Roeg,Theresa Russell,5000000.0,429028.0,HandMade Films,0.0,,0.0858056,-2.45567100655282,2.6276447464327735,5.632486649094526,2.836499837127661,1.0,2.9459604833969215
677,/m/07l50_1,a_single_man,2009.0,24964890.0,101.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}",United States of America,"LGBT, Romantic drama, Romance Film, Drama, Film adaptation",7.5,108000.0,Tom Ford,Colin Firth,7000000.0,24964890.0,Fade to Black Productions,1.0,,3.5664128571428573,1.2715602887189161,5.175466608186466,7.397329674208398,6.153063427972137,1.0656623837592984,5.298461021156782
739,/m/0fbrd7,bangkok_dangerous,2008.0,82486154.0,97.0,"{""/m/02h40lc"": ""English Language"", ""/m/0c_v2"": ""Thai Language""}",United States of America,"Crime Fiction, Thriller, Gangster Film, Action/Adventure, Crime Thriller, Action",5.4,55000.0,Danny Pang,Nicolas Cage,45000000.0,42487390.0,Initial Entertainment Group (IEG),0.0,,1.8330256444444444,0.6059679591822039,4.720487951412344,7.916381059923409,7.1284855494544175,1.0,4.6137125802426935
776,/m/07ykkx5,the_last_song,2010.0,89041656.0,107.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Coming of age, Drama, Film adaptation, Romantic drama, Romance Film, Teen",6.0,83000.0,Julie Anne Robinson,Miley Cyrus,20000000.0,89137047.0,Touchstone Pictures,0.0,,4.4520828,1.4933720316231,5.327090363997351,7.949593233303973,7.190899193863209,1.0,4.945037076200956
797,/m/06nmwj,the_house_of_yes,1997.0,626057.0,85.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Sex comedy, Indie, Cult, Drama, Comedy, Film adaptation, Black comedy",6.6,7700.0,Mark Waters,Parker Posey,1500000.0,626057.0,Bandeira Entertainment,0.0,,0.4173713333333333,-0.8737789658222963,3.708977994900669,5.796614569493363,3.144935588800635,1.0,3.503095803436365
822,/m/036z4q,the_sure_thing,1985.0,18135531.0,95.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Adventure, Road movie, Coming of age, Comedy, Drama, Romance Film, Teen",7.0,20000.0,Rob Reiner,John Cusack,4500000.0,18135531.0,Embassy Pictures,0.0,,4.030118,1.3937956559269515,5.259022984536706,7.2585302999923025,5.89222609320272,1.0,4.802349741767039
824,/m/0bz3jx,"paris,_je_t'aime",2006.0,17471727.0,110.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","Switzerland, France, Germany","World cinema, Anthology, Drama, Romantic drama, Romance Film, Time travel",7.2,71000.0,Directors,Juliette Binoche,13000000.0,17471727.0,Victoires International,0.0,,1.343979,0.29563461697888627,4.5083535247939235,7.242335859977334,5.861792853892786,1.0,4.631640986032279
890,/m/0by1wkq,looper,2012.0,136513833.0,118.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Science Fiction, Action",7.4,545000.0,Rian Johnson,Joseph Gordon-Levitt,30000000.0,176506819.0,TriStar Pictures,0.0,,4.5504611,1.515228568487582,5.342030827315576,8.135176664017305,7.539654998549087,1.0,5.382872031242105
941,/m/04kkxx,for_love_of_the_game,1999.0,46112640.0,137.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Sports, Romantic drama, Romance Film, Drama",6.6,33000.0,Sam Raimi,Kevin Costner,80000000.0,46112640.0,Universal Pictures,0.0,,0.576408,-0.5509395357025654,3.92966120255097,7.663819996192102,6.653862698290554,1.0,4.5473866922356265
1053,/m/04c13q,death_to_smoochy,2002.0,8382938.0,109.0,"{""/m/02h40lc"": ""English Language""}","United States of America, United Kingdom, Germany","Parody, Black comedy, Satire, Comedy",6.3,39000.0,Danny DeVito,Robin Williams,50000000.0,8382938.0,Warner Bros.,0.0,,0.16765876,-1.7858245557200907,3.0855313910353646,6.923396305946408,5.262428889207658,1.0,3.849428878468046
1067,/m/08ll9g,chances_are,1989.0,16278590.0,108.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Fantasy, Comedy, Romance Film, Fantasy Comedy, Romantic fantasy, Religious Film",6.5,11000.0,Emile Ardolino,Cybill Shepherd,16000000.0,16278590.0,TriStar Pictures,1.0,,1.017411875,0.017262025247198574,4.318066494357482,7.211616811646133,5.804064389779621,1.0656623837592984,4.682730074144191
1077,/m/0c5skt,universal_soldier:_the_return,1999.0,10937893.0,89.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Action/Adventure, Thriller, Science Fiction, Martial Arts Film, Action",4.2,28000.0,Mic Rodgers,Jean-Claude Van Damme,45000000.0,10667893.0,TriStar Pictures,0.0,,0.2430642888888889,-1.414429307303534,3.3394058781023555,7.038933710276676,5.479551399895382,1.0,3.4773080378393666
1133,/m/062mn_,welcome_to_mooseport,2004.0,14000000.0,110.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Germany","Political cinema, Romance Film, Americana, Comedy",5.2,12000.0,Donald Petrie,Gene Hackman,30000000.0,14615099.0,Twentieth Century Fox,0.0,,0.4666666666666667,-0.7621400520468967,3.785290958225544,7.146128066699271,5.680995321307173,1.0,3.89856015826916
1138,/m/04j4tx,the_killing_fields,1984.0,34700291.0,142.0,"{""/m/064_8sq"": ""French Language"", ""/m/01lqm"": ""Khmer language"", ""/m/02h40lc"": ""English Language""}",United Kingdom,"Drama, Political drama, War film",7.8,53000.0,Roland Joffé,Sam Waterston,14400000.0,34700291.0,Goldcrest Films International,7.0,"Haing S. Ngor, Chris Menges, Jim Clark",2.4097424305555557,0.8795198665028419,4.907479708720265,7.540333129357305,6.4218012397564035,1.1969871512778951,6.037840991184544
1147,/m/0547w5,down_and_out_in_beverly_hills,1986.0,91411255.0,103.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Black comedy, Comedy of manners, Remake, Comedy, Domestic Comedy",6.2,16000.0,Paul Mazursky,Nick Nolte,14000000.0,62134225.0,Touchstone Pictures,0.0,,6.529375357142857,1.8763112813074967,5.588855978947824,7.960999676233899,7.212334637573563,1.0,5.072333372625987
1159,/m/0gs973,inkheart,2008.0,62450361.0,106.0,"{""/m/02h40lc"": ""English Language""}","United States of America, United Kingdom, Germany","Science Fiction, Fantasy Adventure, Adventure, Children's/Family, Fantasy, Children's Fantasy, Film adaptation, Drama, Family Film",6.1,75000.0,Iain Softley,Brendan Fraser,60000000.0,62803180.0,New Line Cinema,0.0,,1.04083935,0.040027454957277796,4.333628249159535,7.795534960150455,6.9013867259901165,1.0,4.609804193041902
1242,/m/06fwns,the_bone_collector,1999.0,151493655.0,114.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Crime Fiction, Thriller, Psychological thriller, Action/Adventure, Mystery, Drama, Crime Thriller, Action",6.7,159000.0,Phillip Noyce,Denzel Washington,73000000.0,151493655.0,Columbia Pictures,0.0,,2.0752555479452055,0.7300843017358725,4.805330105254607,8.180394446555285,7.624630063804259,1.0,5.088388847336482
1252,/m/054vql,house_party_2,1991.0,19438638.0,94.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Cult, Coming of age, Comedy, Teen",5.3,6100.0,George Jackson,Christopher Reid,5000000.0,19438638.0,"Jackson/McHenry Company,The",0.0,,3.8877276,1.35782482241536,5.234434417649914,7.288665854444089,5.948858032283113,1.0,4.4033218859812475
1274,/m/0289n83,man_trouble,1992.0,4096030.0,100.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Romance Film, Comedy",4.7,3000.0,Bob Rafelson,Jack Nicholson,30000000.0,4096030.0,Penta Entertainment,0.0,,0.13653433333333334,-1.9911791697330206,2.9451572276026154,6.61236323485205,4.677923103446043,1.0,3.262462492693624
1327,/m/026wlxw,get_smart,2008.0,230685453.0,110.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Parody, Action Comedy, Action/Adventure, Comedy, Action",6.5,208000.0,Peter Segal,Steve Carell,80000000.0,230685453.0,Warner Bros.,0.0,,2.8835681625,1.0590284726009433,5.030186327858676,8.363020210703588,7.967827703200733,1.0,5.199443928696635
1341,/m/02d4bc,pieces_of_april,2003.0,3272028.0,81.0,"{""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin""}",United States of America,"Indie, Comedy-drama, Holiday Film, Drama, Comedy, Domestic Comedy",7.0,20000.0,Peter Hedges,Katie Holmes,300000.0,3282321.0,United Artists,1.0,,10.90676,2.3893827804870345,5.939576038609984,6.514817144169261,4.494610588857457,1.0656623837592984,4.903722459040199
1346,/m/02r4y1,down_to_earth,2001.0,71186502.0,87.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Australia, Canada, Germany","Romantic comedy, Romance Film, Fantasy, Comedy",5.4,22000.0,Chris Weitz,Chris Rock,49000000.0,71186502.0,3 Arts Entertainment,0.0,,1.4527857551020409,0.37348292368331404,4.561568257663778,7.852397658970069,7.008245383614988,1.0,4.5355478195580545
1349,/m/02j9_2,serenity,2005.0,38869464.0,119.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Science Fiction, Adventure, Space opera, Western, Drama, Comedy, Space western, Action, Dystopia",7.8,287000.0,Joss Whedon,Nathan Fillion,39000000.0,40445129.0,Universal Pictures,0.0,,0.9966529230769231,-0.0033526909155180717,4.303974901871702,7.589608563035516,6.5144016053043154,1.0,4.901145422009284
1354,/m/0yx7h,fatal_attraction,1987.0,320145693.0,119.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Horror, Mystery, Psychological thriller, Erotic thriller, Drama, Suspense, Slasher",6.9,79000.0,Adrian Lyne,Michael Douglas,14000000.0,320145693.0,Paramount Pictures,6.0,,22.8675495,3.129718853190185,6.44564724311795,8.505347664883862,8.235295146930707,1.1843376162407016,6.829676940525843
1360,/m/01l_pn,charlie's_angels:_full_throttle,2003.0,259175788.0,105.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}",United States of America,"Crime Fiction, Adventure, Action Comedy, Action/Adventure, Martial Arts Film, Comedy, Action",4.9,123000.0,McG,Drew Barrymore,120000000.0,259175788.0,Columbia Pictures,0.0,,2.1597982333333334,0.7700148068392146,4.83262538311467,8.413594429317369,8.062868797339432,1.0,4.786738370527147
1431,/m/027x7z5,queen_of_the_damned,2002.0,45479110.0,101.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Australia","Horror, Film adaptation, Fantasy, Music",5.3,53000.0,Michael Rymer,Aaliyah,35000000.0,45479110.0,Warner Bros.,0.0,,1.2994031428571429,0.26190503816010857,4.485297011394488,7.657811966755189,6.642572169104877,1.0,4.387803370539822
1518,/m/02pwlkz,boiling_point,1993.0,10058318.0,93.0,"{""/m/02h40lc"": ""English Language""}","United States of America, France, Japan","Thriller, Crime Fiction, Action, Japanese Movies, Action/Adventure",5.0,5700.0,James B. Harris,Wesley Snipes,9000000.0,10058318.0,StudioCanal,0.0,,1.1175908888888888,0.11117537653734186,4.382262802708703,7.002525405170651,5.411131456931216,1.0,3.9421503926991774
1533,/m/06kt1h,drop_zone,1994.0,28735315.0,101.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Action Thrillers, Chase Movie, Action/Adventure, Suspense, Action",5.6,19000.0,John Badham,Wesley Snipes,45000000.0,28735315.0,Paramount Pictures,0.0,,0.6385625555555555,-0.4485356356295306,3.999661391609776,7.458415977398086,6.267859251835924,1.0,4.218905780164795
1534,/m/06d6ch,halloween_4:_the_return_of_michael_myers,1988.0,17768757.0,92.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Cult, Horror, Slasher, Teen, Indie",5.9,45000.0,Dwight H. Little,Donald Pleasence,5000000.0,17768757.0,Trancas International Films,0.0,,3.5537514,1.2680037779330475,5.1730354856684455,7.249657072566284,5.875551169373436,1.0,4.509604263411727
1591,/m/06_1x0,3-iron,2004.0,2965315.0,89.0,"{""/m/02hwhyv"": ""Korean Language""}","Japan, South Korea","Crime Fiction, Japanese Movies, Art film, World cinema, Drama, Romantic drama, Romance Film",8.0,52000.0,Kim Ki-duk,Seung-Yun Lee,1000000.0,3403957.0,Kim Ki-Duk Film,0.0,,2.965315,1.086983266267048,5.049295373904106,6.472070980919055,4.414280289410693,1.0,4.569801185728143
1603,/m/08w51z,juice,1992.0,20146880.0,94.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Crime Fiction, Thriller, Horror, Action/Adventure, Drama, Crime Thriller, Action",7.1,25000.0,Ernest R. Dickerson,Omar Epps,5000000.0,20146880.0,Island World,0.0,,4.029376,1.3936115252601637,5.258897118417569,7.304207821229696,5.978065117807295,1.0,4.850349426142962
1606,/m/0bh6zg4,hall_pass,2011.0,83160734.0,109.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Romance Film, Comedy",5.8,121000.0,Bobby Farrelly,Owen Wilson,36000000.0,86157237.0,New Line Cinema,0.0,,2.310020388888889,0.8372563508535764,4.878589655864579,7.9199183191037985,7.135132908365165,1.0,4.755842317984329
1620,/m/0614yq,troll,1986.0,5450815.0,82.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Italy","Horror, Family Film, Fantasy, Adventure, Mystery",4.5,9500.0,John Carl Buechler,Michael Moriarty,1100000.0,5450815.0,Empire Pictures,0.0,,4.955286363636364,1.6004549589750483,5.4002889936809915,6.736461522050923,4.91113356757975,1.0,3.967198317153007
1701,/m/032xt8,major_league,1989.0,49797148.0,107.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}",United States of America,"Sports, Satire, Comedy",7.2,64000.0,David S. Ward,Tom Berenger,11000000.0,49797148.0,Mirage Enterprises,0.0,,4.527013454545455,1.5100624405159955,5.338499419483891,7.697204479124951,6.716600153700853,1.0,5.1034278804917275
1713,/m/01q7vwf,just_my_luck,2006.0,38077373.0,103.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romance Film, Fantasy, Comedy",5.4,55000.0,Donald Petrie,Lindsay Lohan,28000000.0,38159905.0,New Regency Productions,0.0,,1.3599061785714286,0.30741571102375553,4.516406722083014,7.5806669896957795,6.497598243100744,1.0,4.379921390251452
